text,Congestion,Customer_interface,Delay,Miscellaneous,Not_applicable,Personnel_attitude,Physical_accessibility,Pricing,Refusal_cancellation_refund,Safety,Unavailability_inadequacy,Vehicle_utility_condition
"Glimpses of Bangalore. Been in the car for over an hour. I think I'm going to have to be patient with the traffic. Such a green city, such unprepared infrastructure. HTTPURL",1,0,1,0,0,0,0,0,0,0,0,0
"@USER I remember travelling from Coimbatore to Bangalore on the Ernakulam express some 12 years ago. We had reserved seats but train was overloaded. TT was helpless. Reservation be dammed, there were people parked on rhe upper berths. In 3AC",1,0,0,0,0,0,0,0,0,0,0,0
"@USER Auto drivers in Bangalore are rogues. Waiting for a Sangliana like supercop to tame this hooligan class. If one tries to avoid them and hires a Uber, then it’s as risky to life. The cabbies are always on phone, most often talking to a girl (rarely a wife). Great city gone",0,0,0,0,0,1,0,0,0,1,0,0
"@USER @USER How can i even contact the support?The app will show ""failed to place call"".My driver took extra monet from me since I opted to pay in cash and I pay it via UPI while getting off the vehicle.He insisted to pay him again because his app shows collect cash. HTTPURL",0,1,0,0,0,0,0,0,0,0,0,0
This not first time. This kind of incidences happening on regular basis not onin Bangalore but other place also auto driver's won't allow ola and uber car driver to pick passengers from railway station and bus stand. Government need to take strict action on this.,0,0,0,1,0,0,0,0,0,0,0,0
@USER Bangalore-Mysore Road is always used. By first timer users who buy new car n get on to Mysore road..they don't HV proper driving sense of highway lane or overtaking discipline n will be trying to rush in from all sides without thinking of the consequences n pising Risk to All,0,0,0,1,0,0,0,0,0,0,0,0
"@USER With all due respect that our Indian railway is doing towards betterment of train station and feasibility. However hygiene and cleanliness is a big concer in daily passenger train in Bangalore, raising complaints daily in railmadad but no improvement @USER HTTPURL",0,0,0,0,0,0,0,0,0,0,0,1
"@USER I usually used Bounce whenever I visited Bangalore. Regrettably, you discontinued your service. My wallet contained 1000rs. How do I get that money back?",0,1,0,1,0,0,0,0,1,0,0,0
@USER pls clarify on Bangalore airport vehicle drop not cleared by your customer rep.,0,0,0,1,0,0,0,0,0,0,0,0
@USER all of a sudden airport car dropped cancelled. ? Cust.exec not giving clear reply pls tell what to do ? #Bangalore,0,0,0,1,0,0,0,0,1,0,0,0
"Recently booked @USER from Bangalore airport. On reaching the airport late night,came to know that the car was located 20 kms away. Zoom car told to book the cab and that they will refund the money to and fro the airport. Still awaiting refund and no one is answering. HTTPURL",0,1,0,1,0,0,0,0,1,0,0,0
@USER To reach out skirts of Bangalore takes 1 hour but it takes another 1 to 2 hours depending on which part of city you want to go . Unless city congestion is not taken care this helps very little I am not saying this is bad but problem for Bangalore always city traffic,1,0,0,0,0,0,0,0,0,0,0,0
"@USER 2016 August 15th weekend. Terrible traffic, we started in Bangalore at 5AM and still had to wait for almost an hour near toll. And a minor accident somewhere on the highway caused terrible congestion and delayed our trip by hours. My grandparents were so tired. Great to see this.",0,0,1,0,0,0,0,0,0,0,0,0
@USER Locals seem to love Bangalore but it’s on my Never Again list because of the unbelievable traffic and congestion.,1,0,0,0,0,0,0,0,0,0,0,0
Bangalore entry will be pathetic due to the bottleneck at Kumbalagodu. Can we get the proper benefit of an expressway when there is huge traffic congestion after entering the city? There time will be wasted. There should be the co-ordination between local administration &amp; NHAI,1,0,0,0,0,0,0,0,0,0,1,0
#Bengaluru: Police detained several auto-rickshaw drivers who were protesting demanding ban on bike taxi. Many passengers who arrived by train witnessed the absence of auto drivers as abandoned autos were seen at KSR railway station in Bangalore on Monday. HTTPURL,0,0,0,0,0,0,0,0,0,0,1,0
"@USER I found bangalore auto rickshaw drivers very rude, most of them started behaving strangely when they found a customer is Hindi speaking. I remember a couple of times there was 'no auto rickshaw day' initiatives taken by bangloreans including locals and outsiders.",0,0,0,0,0,1,0,0,0,0,0,0
"@USER @USER A flight from Chennai to madurai has announcement in Hindi, but not in Tamil, is it not imposition? A railway ticket clerk in Nagercoil speaks only in Hindi to Tamil passengers, is it not imposition??",0,1,0,1,0,0,0,0,0,0,0,0
"@USER A passenger from Chennai to Kuwait (Flight#6E1571) was blocked at boarding gate at @USER by @USER staff, reason being the old name of the spouse is included in the visa-name, passport number and DoB are exact. Please check. @USER @USER @USER",0,1,0,1,0,1,0,0,0,0,0,0
"@USER @USER Travelling to Chennai 6E259, 3F. I am having one cabin baggage. I was told this is not a cabin baggage. I asked them to measure I got the answer flight over booked. Baggage will be delivered at the belt. This completely deviates the purpose of cabin baggage.",0,1,0,0,0,1,0,0,0,0,0,0
"@USER @USER @USER @USER he missed his flight from Delhi to Chennai, the @USER arranged a seat in next flight at nominal rate. Your officers have so much arrogance that they not taken a single step to help him.",0,0,0,0,0,1,0,0,0,0,0,0
"@USER Sir travelled by train no 22180 Chennai LTT weekly express. The ride was so jerky that passengers were jolted out of sleep. In a age where we are moving towards vande Bharat and bullet train, this appears bad. Similar is the fate of Mysore Chennai Cauvery exp.",0,0,0,0,0,0,0,0,0,0,0,1
@USER There is no point in buying more jets if you cannot keep your toilets clean..look at the condition..today's flight between Chennai and delhi HTTPURL,0,0,0,0,0,0,0,0,0,0,0,1
Panic prevailed among passengers of an #Indigo flight that was heading to #Chennai from #Guwahati with 147 passengers after an alarm went off mid-air on Tuesday. #News9SouthDesk @USER HTTPURL,0,1,0,0,0,0,0,0,0,0,0,1
Air India needs to improve inflight service sooner. It needs to streamline it minimum commute time for passengers flying from Hyd/Blr/Chennai to have a layover not more than 3 hrs. Otherwise traffic will continue to flow to Qatar/Emirates/Etihad for USA market.,0,0,0,1,0,0,0,0,0,0,1,0
"Dear @USER I traveled on your flight 6E-7083 from Hubballi to Chennai last Saturday. The safety instructions were provided in English and Hindi only. Many of my elderly co-passengers only knew Kannada, and found it difficult to understand the safety instructions. 1/2 HTTPURL",0,1,0,0,0,0,0,0,0,0,0,0
@USER @USER booked flight to kochi today from Chennai. 6E156. This is to Sabarimala pilgrimage trip. Indigo asked to take Irumudi bag with cabin baggage which was not accepted by Airport CISF. In a complete limbo. What is the solution for this,0,1,0,1,0,0,0,0,0,0,0,0
"@USER @USER @USER Each flight will have transit pax coming from other locations going for connecting flights from destination. Now how many of those languages should be covered? Flight from Bangalore will have transit pax from Cochin, Chennai etc, flight to Mumbai will have transit pax too.",0,1,0,0,0,0,0,0,0,0,0,0
"Ever had to run like P.T Usha to catch a bus, because the bus overshot the stop? This often happens when the bus is crowded &amp; many more commuters want to get in. @USER #PublicTransport #Sustainability #OneCityForAll #MTC #Chennai HTTPURL",1,0,0,0,0,0,0,0,0,1,0,0
@USER @USER Once I asked a air hostess on a @USER flight from Chennai that why they didn’t have any Tamil speaking crew.. seems they keep conducting interviews in Chennai regularly but they hardly find right talent to recruit…,0,1,0,0,0,1,0,0,0,0,0,0
"@USER today 13.03.2023, a bad day for me and co passengers of spice jet flight from chennai to mumbai SG 612 FLIGHT SCHEDULED 9.30 PM DELAYED NOW JUST BOARDED AT 2.25AM NEXT DAY SUFFERING TO SENIOR CITIZENS.....WE DEMANDED COMPENSATION YES WE DEMAND",0,0,1,0,0,0,0,0,1,0,0,0
"Going forward, never make the mistake of booking @USER I booked a Chennai flight at 5:40 pm for today, they’ve postponed it 3 times &amp; now it’s rescheduled to 9:45 pm. The reason for me booking the early flight was to get home to attend for a priority. Disappointed.",0,0,1,0,0,0,0,0,1,0,0,0
"@USER Yes, start treating it as a serious business. The flight was originally scheduled for departure at 20:40 and it's 03:00 and we are still at Chennai Airport! #SpiceJet HTTPURL",0,0,1,0,0,0,0,0,0,0,0,0
It is very difficult for train passengers in Chennai to carry huge luggage from Central Station to Park station to board suburban trains and also boarding MRTS in Park substation is further more strenuous exercise,0,0,0,1,0,0,0,0,0,0,0,0
@USER I must say in a delayed connecting flight from Guwahati to Chennai I51983 really pleased with two good people with their words though I could not see their smile. Thank you Suhash Sharma n Suhani. Hope to see u again someday.,0,0,1,0,0,0,0,0,0,0,0,0
@USER Why is this condition for the Passengers? In this condition we are planning for private buses to ply 🤔🤔. First ensure we have proper planing and execution so the busses stop near the shelter.. @USER,0,0,0,1,0,0,0,0,0,0,0,0
@USER Waiting in flight for 45 mins for passengers to board for a 45 min to Chennai,0,0,1,0,0,0,0,0,0,0,0,0
"@USER since we are coming from Pondicherry to catch a flight from Chennai, we hv already started our journey. What is our fault, what'll we do now, where'll we go?? This is sheer #negligence and #worstcustomerservice. This makes us lose faith and take up other providers.",0,0,0,1,0,0,0,0,0,0,0,0
A 21-year-old college student died while his friend suffered grievous injuries after they lost control of the bike and rammed onto a platform near Aminjikarai during the early hours of Monday. #RoadAccident #Chennai #Aminjikarai #chennainews HTTPURL,0,0,0,0,0,0,0,0,0,1,0,0
"This is just expenses of public transport in Chennai (1/4th day) without bike and with fake promises. This is unexpected, unrealistic, unethical, disrespect towards citizens in the society. HTTPURL",0,0,0,1,0,0,0,0,0,1,0,0
"@USER @USER Dear team , , most of costly bike users,,90%rash driving in peak hours in all area I saw, , do awareness program or take any necessary step,,, rash driving daily i saw in chennai cities most places,,, kindly do something to stop this racing and rash driving",0,0,0,0,0,0,0,0,0,1,0,0
"@USER @USER @USER Yesterday I booked an Ola ride. Your bike driver is sending unwanted messages to my personal number. Please take some action, otherwise I will file a cyber security complaint. HTTPURL",0,1,0,0,0,1,0,0,0,1,0,0
"@USER Riding bike in a wrong direction &amp; no helmet for both. Near Chennai high court, yesterday evening 7.41pm HTTPURL",0,0,0,1,0,0,0,0,0,1,0,0
"Ever had to run like P.T Usha to catch a bus, because the bus overshot the stop? This often happens when the bus is crowded &amp; many more commuters want to get in. @USER #PublicTransport #Sustainability #OneCityForAll #MTC #Chennai HTTPURL",1,0,0,0,0,0,0,0,0,1,0,0
@USER @USER Kindly requesting to reconsider the decision of rerouting Omni Buses into Chennai City Please visit and checkout the traffic in the city due to this decision,1,0,0,0,0,0,0,0,0,0,0,0
@USER And I say all this with great effort. It took me the longest time to come to terms with Madras Tamil. It's mascots - Chennai bus conductors and auto drivers - are the worst representatives of the lot.,0,0,0,0,0,1,0,0,0,0,0,0
"@USER I had booked Two tickets from chennai to madurai @USER on 1 Feb 2023 in Orange Tours and Travels.The Date of my Journey was Feb 22,2023. The bus operator only Cancelled the bus.And a 50% of Refund was made on Feb 15,Still Balance 50% amount was not Credited.",0,0,0,0,0,0,0,0,1,0,0,0
@USER fast it's not at all fair with the management using bad words with the passengers My travel from Chennai to Visakhapatnam is going to start at 10 Mar 06:00 PM. Service #: CHN-VIZAG VOLVO MULTI Bus No: AP39TG2690 Driver No: 7358200607 Track Bus: HTTPURL,0,0,0,0,0,1,0,0,0,0,0,0
"@USER I had been to Chennai Airport and my phone had died (so, couldn't book cab). When I spoke in Hindi some cab drivers left me stranded.😠",0,0,0,0,0,1,0,0,0,0,0,0
"@USER @USER cab services becoming increasingly unreliable, drivers don’t even deny. They ask for charge and jus don’t answer anymore calls. #losinghope. U need to have better negotiated charges and streamline services. Happening of late in Mumbai, Delhi and chennai. HTTPURL",0,1,0,0,0,1,0,1,0,0,0,0
@USER @USER very true. Ola CEO understood this very early hence they are successful here. Also there is no sharing auto unlike Chennai.,0,0,0,1,0,0,0,0,0,0,0,0
Getting an #ola or #uber drive in #Chennai is real struggle 😓,0,0,0,1,0,0,0,0,0,0,0,0
"@USER @USER cab services becoming increasingly unreliable, drivers don’t even deny. They ask for charge and jus don’t answer anymore calls. #losinghope. U need to have better negotiated charges and streamline services. Happening of late in Mumbai, Delhi and chennai. HTTPURL",0,1,0,0,0,1,0,1,0,0,0,0
"Sir,TN gvt focussing to develope Metro in all areas in Chennai.Tamil Nadu only Chennai?,wat about the plan of coimbatore metro?2nd started the project after chennai.@USER @USER @USER Even in cities less developed than Coimbatore,metro rail has arrived",0,0,0,1,0,0,1,0,0,0,1,0
@USER Chennai probably is worst? And why is this his land? Its only his rickshaw. Take it easy folks,0,0,0,1,0,0,0,0,0,0,0,0
"When I was in Chennai ,I have seen max rickshaw or auto drivers throng into TASMAC(TN local store ),liquors are not chilled one but they wl drink,sleep on the road side,nasty part was few illiterate women will pee on road side in standing position with saree,disgusting",0,0,0,1,0,1,0,0,0,0,0,0
"#Uber Last one week experiencing Uber. (Chennai, Mumbai, Pune) All cars in worst condition including Mumbai to Pune long trip. Used Uber Go to Uber Premier. The margin to Drivers must be so thin, they are using old cars. We need an alternative - old taxi service can thrive #taxi",0,0,0,0,0,0,0,0,0,0,0,1
@USER Monopoly of local auto n taxi drivers has flared up charges. Much better at Mumbai where auto n taxi drivers are from all over India. Chennai is horrible indeed.,0,0,0,0,0,0,0,1,0,0,0,0
"Attention of @USER and @USER @USER Gross Violation by Public motorists despite Barricade on Footpath at CMRL Phase 2 Corridor 5, opposite to DLF Hussainy Ground, Ramapuram Pedestrians not able to walk in pathway. Kindly install permanent barricade HTTPURL",0,0,0,1,0,0,0,0,0,0,0,0
Traffic congestion due to irregular auto movement At chennai 11 perambur railway station causing nuisance to public HTTPURL,1,0,0,0,0,0,0,0,0,0,0,0
"@USER @USER No Helmet and Defective Number Plate Registration Number: TN 07 CH 5283 Location: Anna Salai, Nandanam Date: 14/03/23, Time : 21:12 HTTPURL",0,0,0,1,0,0,0,0,0,1,0,0
@USER These bikers almost fell on my car... And they were so proud to drink n drive so rash! Irresponsible citizens have to be penalized. Kindly take necessary action.,0,0,0,0,0,1,0,0,0,1,0,0
"@USER @USER The above response is for compliant against car TN14Y8159 for no parking violation. @USER - pls note that our car was never parked in no parking zone, we jus stopped to get down to restaurant and then it was parked inside grand mall - attached the parking token HTTPURL",0,0,0,1,0,0,0,0,0,0,0,0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER kindly remove/fine the vehicles from footpath/road, Bharathi Salai, Ramapuram.From SRM to Arasa Maram Junction.R11PS.DN155,Z11. (1/7) HTTPURL",0,0,0,1,0,0,0,0,0,0,0,0
"Drink and Drive, rash driving and no helmet by rider and pillion. Picture taken via car mirror. Pls take required action @USER Picture taken near SAF signal (koyambedu) TN02 BX 9298 HTTPURL",0,0,0,0,0,0,0,0,0,1,0,0
"@USER Many vehicles, led by Metro Transport Corporation, jump signals. Why not start traffic lessons at schools? Tell children to rein in their parents.",0,0,0,0,0,0,0,0,0,1,0,0
@USER @USER All cab drivers and auto drivers in Chennai watch mobile while driving.. Even seen watching TV Serials…please note,0,0,0,0,0,0,0,0,0,1,0,0
@USER @USER Bike rider will get off footpath at barrier and get back after. Thus it does not deter the biker but inconveniences pedestrians. Bike riding on footpaths happens at specific times at specific points. why not increase policing and penalties? Please see link HTTPURL,0,0,0,1,0,0,0,0,0,1,0,0
@USER Such a rude behaviour by mini bus driver today morning. We wer politely requesting him to be sensible but he was so rude and abusive and tried overtaking in the small gap. Near DLF signal. Its just a miss for a huge accident. Our Auto person was requested polite HTTPURL,0,0,0,0,0,1,0,0,0,1,0,0
@USER @USER Sir how to complaint Regarding bus not stopping at its stop Poonamalle route bus not stopped at rohini theatre bus stop I don't know how to complaint in online Any particular website or twitter id regarding the complaint???,0,1,0,1,0,0,0,0,0,0,0,0
"A single auto (TN01BH9923) preventing pedestrians from using the designated crossing at Dhinathanthi Junction, Egmore this morning @USER HTTPURL",0,0,0,1,0,0,0,0,0,1,0,0
This bus is one of many busses gave no respect to the signal near independence day park signal. Just ruthless no concern for others... Time 1:35 pm 11th March 2023 @USER do you take action against these public transport drivers or please advice them on these attitude. HTTPURL,0,0,0,0,0,0,0,0,0,1,0,0
@USER @USER More than half of the streets are occupied by illegal Bike &amp; car parkings.. Unauthorised shop buildings without Loading/unloading and parking lots (for customers) have put the pedestrians and commuters under risk of Road Accidents. Also no splays..,0,0,0,1,0,0,0,0,0,1,0,0
"@USER Riding bike in a wrong direction &amp; no helmet for both. Near Chennai high court, yesterday evening 7.41pm HTTPURL",0,0,0,0,0,0,0,0,0,1,0,0
"@USER @USER @USER Sir, MTC buses are the major traffic violators",0,0,0,0,0,0,0,0,0,1,0,0
@USER where to walk if the footpath is fully occupied by bikes. Place nelson manickam road Time 4.30 pm Date 10th March 2023 Landmark domino's pizza Please take necessary action. Already the foot path is occupied slowly by street vendors @USER @USER,1,0,0,0,0,0,0,0,0,1,0,0
Sum of OLA Car Drivers and Auto drivers are watching youtube and other social media videos while driving . @USER @USER @USER HTTPURL,0,0,0,0,0,1,0,0,0,1,0,0
@USER @USER @USER daily 06026 Pondicherry to Chennai Egmore train..some people drink and sleep .. suffer women's passanger some time dress improper sleep very nusiance girls and women's pls take action .. daily supervising coach in rpf regulate HTTPURL,0,0,0,0,0,1,0,0,0,1,0,0
Chennai garib rath Express train has late 2.30 hours who is responsible this mistake My next train also miss for this train Maximum 20 minutes late but this train is 2.30 hours late @USER @USER @USER @USER @USER @USER,0,0,1,0,0,0,0,0,0,0,0,0
"@USER I have the same story added to my timeline. Trained in Mysore and Hyd but posted in Pune. Expected Chennai but took train to a new destination that changed my destiny. Learnt a lot when I was away from known connects and friends, life taught me every day. Pune is still my fav.",0,0,0,1,0,0,0,0,0,0,0,0
Retired cop dies after being hit by train in Chennai HTTPURL,0,0,0,0,0,0,0,0,0,1,0,0
@USER @USER Today in Kerala Express -12625 I.e Thiruvananthupuram to New Delhi Train@USER Junction a person came as TTR and checked the Ticket and He is not in uniform and have no proper complaint sheets..He simply came and put fine to all.please check it HTTPURL,0,0,0,0,0,1,0,0,0,0,0,0
"@USER Disgusting, unsafe and opportunistic describes your Delhi driver partners",0,0,0,0,0,0,0,0,0,1,0,0
"Me and my friends are travelling from Delhi to Chhindwara in the train number 14624, name Patalkot express. From the starting we were facing water shortage.We talked to the officials, they only gave assurance to us but the problem remains same. @USER",0,0,0,0,0,0,0,0,0,0,0,1
@USER Sir in India we have dream of running bullet train also. Bt as a common man I am ready to pay double amount of ticket still no ticket available from prayagraj to Delhi. Sir how can we travel. Train is taking 6-8 hrs and bus 12hrs. Sir some more train may be strtd,0,0,1,1,0,0,0,0,0,0,1,0
"@USER @USER @USER @USER Route No- 307 Why the bus is stopped at trilok Puri 13 block and it's destination is trilok Puri 27 block, Bus driver is arguing with passengers it will not go ahead. People are facing problems due to this.",0,1,0,1,0,1,0,0,0,0,0,0
@USER Travelling in 12958 New Delhi- Ahmedabad Rajdhani coach B1 seats 57&amp;60. Food served also cold. TT says hot case not available in train. M R Bhardwaj Mob : 9999209663.,0,0,0,0,0,0,0,0,0,0,0,1
@USER Travelling in Vande Bharat Train from kanpur to Delhi right now in coach C12 seat 56 (15.03. 2023) &amp;food served is awful.cold aloo ki dry sabji &amp; half baked roti/parantha.when asked why cold Aloo sabji.reply sir hot case me jagah nahi थी.Food tray &amp;table 2 small.,0,0,0,0,0,0,0,0,0,0,0,1
@USER train number 02249 Holi special. Departure time of this train was 18.45 then reschedule to 20.20 now it’s 8.35 still waiting on Patna junction. Do not when this will arrive Delhi. This is the way you guys treating Bihar train and people.,0,0,1,0,0,0,0,0,0,0,0,0
Violation of bus lane bus no DL1PC0283 route no 234 time 8.12 PM date 15.03.23 nehru vihar crossing bus stand @USER @USER @USER @USER @USER HTTPURL,0,0,0,1,0,0,0,0,0,1,0,0
@USER I am traveling in new delhi barauni clone special train no-02564.The socket at my seat and nearby seats are not working.Please fix it asap!,0,0,0,0,0,0,0,0,0,0,0,1
@USER @USER Valid Point. Most of the trains never reach as per the schedule. Delay of minimum 30minutes been common now. You can raise this question via public grievances portal.,0,0,1,0,0,0,0,0,0,0,0,0
Delhi Gurgaon traffic is in a mess and so is the Delhi Noida traffic. It’s annoying to get stuck for hours.,1,0,0,0,0,0,0,0,0,0,0,0
@USER @USER train number 04456 is running late it's time to reach Delhi is 6:38 pm but till now it cross daya basti . Kindly do needful help we are getting late...it is delayed by almost 2:30 hrs . HTTPURL,0,0,1,0,0,0,0,0,0,0,0,0
"@USER @USER Dear Sir, please pay attention on train timing on Old Delhi-Shamli route. Every train on this route is running late. This is happening onbl every day. Thousands of passangers are suffered from this. 🙏🙏🙏",0,0,0,0,0,0,0,0,0,1,0,0
@USER @USER @USER The foreign culture is making things very costly for us in India. Close down these Companies like Ola Uber Zomato. Their charges are exorbitant. The Govt has to regulate the air fares in India. Wanted to travel to Delhi on 6th and one way fares were between 15k &amp; 24k. Ridiculous.,0,0,0,0,0,0,0,1,0,0,0,0
Please Regularise (Update Actual time) Time Table of Train KYQ BGKT EXP (15624). This train reaches 5-6 Hours late in Delhi since one year. 1 Yr Avg Delay 342 Minutes at Delhi. @USER @USER @USER HTTPURL,0,0,1,0,0,0,0,0,0,0,0,0
@USER Sir I am standing at Dhoula Kuan at Delhi from last 2 hours and there is no bus to Alwar via Firozpur Jhirka. There are many buses from Delhi to Alwar Via Rewari &amp; it is almost empty with the 5/10 passengers. Kindly request to start a few buses to Alwar Via Firozpur.,0,0,0,0,0,0,0,0,0,0,1,0
Very surprised to note RSRTC withdraw Volvo bus service from Jaipur- Delhi via New Delhi- mumbai mega higway. Can’t imagine any reason for doing this blunder. This service were so convenient for the passengers @USER @USER @USER @USER,0,0,0,1,0,0,0,0,0,0,0,0
@USER Jai Mata Di traveling from Katra to New Delhi on vande Bharat train it's not clean even in ist ac executive class. This train is pride of India.,0,0,0,0,0,0,0,0,0,0,0,1
@USER @USER Roads / flyovers are closed in Delhi ncr..... Long lines at airports....train stations are over crowded...our beautiful Delhi is collapsing,1,0,0,1,0,0,0,0,0,0,0,0
"Vikas Marg,DL92.I record it after seeing 9/10 buses run away w/o boarding passengers! As bus stand had students of X-XII,going2🏠after exam! it's 2pm. bus #1PC0757 If its in Delhi: imagine how govt. school students r treated in India. Is it a model state? @USER @USER HTTPURL",0,0,0,1,0,0,0,0,0,0,0,0
"@USER @USER Inconvenience caused to passengers is highly regretted. Further, it is informed that said bus number is not in administrative control of DTC. However, your complaint is being forwarded to @USER and Regional Managers of DTC too for taking necessary action please.",0,1,0,1,0,0,0,0,0,0,0,0
"@USER kindly check bus no. DL 1PC 8893 red color in AC bus AC is not functioning and is going on road without proper AC functioning, however passengers are paying AC bus fare. Kindly see it .",0,0,0,0,0,0,0,0,0,0,0,1
@USER Train number 12553 Mfp to New Delhi my PNR NUMBER 6114300162 Someone taken my seat please how can take my seat,0,0,0,1,0,1,0,0,0,0,0,0
"11078 train jhellum express 15/03/2023 at now Delhi SL are a local without ticket traveler occupied ticket traveler seat TTE not he is going to pta nhi kha gaya hai ayya hi nhi @USER ,@USER ,@USER",0,0,0,0,0,1,1,0,0,0,0,0
Bus stop vanished. Encroachment on footpath. @USER @USER @USER @USER @USER @USER @USER HTTPURL,0,0,0,1,0,0,0,0,0,0,0,0
"I had booked a bus on 15th, and the arrival time of that bus was 7am but the bus reached Akshardham Delhi at 1pm, due to bus I could not go to office. And when I complained about it in Red Bus, Red Bus did not even take responsibility for it.",0,0,1,0,0,0,0,0,0,0,0,0
"When u book a ticket for Shatabdi or Rajdhani, in the break up of fare, the extra charge is for 'express charges'. R there any rules that if the train gets late by more than an hour then they will return the express charges?? If someone knows, Plz let me know.. @USER",0,1,1,0,0,0,0,0,1,0,0,0
I request to irctc Azamgarh to Delhi train no.12226 kaifiyat Express service is not good and this time very slow running in route I suggest to @USER,0,0,0,0,0,0,1,0,0,0,0,1
Been trying for half an hour but no uber driver wants to drive 17 kilometres from delhi to gurgaon. @USER @USER why can't you simply come up with a system where you make it easier that cross city bookings only goes to those drivers who want to ?,0,0,0,0,0,0,0,0,0,0,1,0
"DTC bus driver talking over the phone while driving (check mirror). DL1PC8940 Bus route no. 764 Electric Bus Date: March 10, 2023 Time: 12.11 pm Near Sarvapriya Vihar @USER @USER @USER @USER HTTPURL",0,0,0,0,0,1,0,0,0,1,0,0
"@USER train no 12015 new delhi ajmer Shatabdi, coach C2 toilets overflowing",0,0,0,0,0,0,0,0,0,0,0,1
"Bus no 623 DL1PC6474 Bus stand: Pt college Kotla Time: 7:16 Even though I was standing near the gate, the bus driver didn't stop the bus on the stand &amp; when asked to stop, he started arguing badly. He even stooped to the level of threatening me. Are DTC buses safe? @USER",0,0,0,0,0,1,0,0,0,1,0,0
@USER today a driver threatened to physically harm me for not paying EXTRA money! Details: DL 1RTA 2078 (Delhi) Name: Ravinder @USER @USER @USER pls take care if he is present in your pltfrm too! #delhi #tourism #safety,0,0,0,0,0,1,0,0,0,0,0,0
"@USER During peak traffic time in Delhi, I am unable to get any cabs across any category. Most of them divert my booking and those who confirm also divert within a minute. Just not dependable at all and I'm so late. I used ola and got a cab very fast. Very bad experience.",1,0,1,0,0,0,0,0,0,0,0,0
@USER @USER I was traveling from lucknow to new delhi on 12/3/23 at 9:30 pm . The bus got breakdown on agra expressway at 2:30am and driver start calling to department but no one has picked the call and some how the driver has taken the bus in agra fort depot. HTTPURL,0,0,1,0,0,0,1,0,0,1,0,0
"Dear @USER There seems to be a glitch in the system. Fare was showing 449 while when I reached the location it showed 1162. Can you please explain how can someone travel 57.01 km in 30 mins? I live in Gurgaon and had to reach Delhi, how and why will I go into the city? HTTPURL",0,0,0,0,0,0,1,0,0,0,0,0
DTC Bus Noida to dhaula kaun 392 never run AC every time saying AC not working why I'm paying to AC charges #DTC #DTCG @USER @USER @USER @USER,0,0,0,0,0,0,0,0,0,0,0,1
"@USER Great initiative sir. I would like to bring your kind notice that prime train Rajdhani Exp. from Bilaspur to New Delhi is highly neglected. No water in toilets, running too late and poor quality of food.",0,0,0,0,0,0,0,0,0,0,0,1
@USER huge traffic jam at NH 8 Delhi-Gurgaon expressway towardsgurgaon. Not even a single marshall to control traffic. HTTPURL,0,0,0,1,0,0,0,0,0,0,0,1
"@USER @USER @USER @USER @USER I was traveling from Rohini to Jahangir Puri by Route No. 165A bus. I told the driver before coming to my bus stand, but he said get down at the next stand, the bus won't stop here. And the driver dropped me at the next bus stand which was 1 kilometer ahead of my stand.",0,0,0,0,0,1,1,0,0,0,0,0
@USER There are no fix timings of Staff Bus (of RH-01 Depot) scheduled between RH-01 Depot to Rohini Sec 37 depot. Kindly look into this.,0,0,0,0,0,0,1,0,0,0,0,0
Uber charge wrong for canceltion I am book ride Delhi to meerut cab came but to dirty and AC not working drive charge with for cancel the 360 @USER,0,0,0,0,0,0,0,1,1,0,0,1
@USER @USER very poor quality of stand my stand is broken 5 times Delhi gm not picking up call and just ignoreing no on is here to help and send valley and taken ur bulsshit ola care +++++ HTTPURL,0,0,0,1,0,0,0,0,0,0,0,0
"@USER @USER Cheated yesterday night while traveling from New Delhi Airport Terminal 3 to U Block Gurgaon.The fare shown was Rs573 ,after reaching the destination it showed me Rs1677.Refund me the rest amount of Rs 1104 in my Bank Account.6360657674- registered mobile no. HTTPURL",0,0,0,0,0,0,0,0,0,0,1,0
"@USER @USER @USER Sir, Right now I am traveling in Train no. 12029 ( C11/Seat-9) from New Delhi to Ambala Cantt. Condition of Train is very bad. I have travelled every month in this train. I have not seen a single improvement in this train since 2021.",0,0,0,0,0,0,1,0,0,0,0,1
@USER hi sir i want to know that why the catering people are refusing for the food at night time in train no 12214 which start at 22:10 from delhi,0,0,0,0,0,1,0,0,0,0,0,1
@USER I m traveling in train no 22823 from tata to New Delhi I hv selected no food I m asking breakfast on chargeable basis they are not providing my seat no 19 in A2 coach 82922 49249,0,0,0,0,0,0,0,0,0,0,0,1
"@USER why train 04529 is running 4+ hr late, i have another connecting train from Lucknow to Delhi but train departed before I reached Lucknow station, please help me 🙏",0,0,1,0,0,0,0,0,0,0,0,0
Uber is looting people in india i booked an uber from delhi airport terminal 2 and reached my destination in patparganj east delhi fare showed me the amount of 715 and the final fare qas 1902 theres no contact thru which i can contact the company please stop looting people. @USER HTTPURL,0,0,0,0,0,0,0,1,0,0,0,0
@USER @USER @USER @USER I'm also complaint on 3 march about front suspension major dangerous noise about that i have told ola DM and also talk personally to Delhi team but no response 👎👎👎👎,0,1,0,0,0,0,0,0,0,0,0,0
