text,sentiment
"@USER @USER

Kindly requesting to reconsider the decision of rerouting Omni Buses into Chennai City

Please visit and checkout the traffic in the city due to this decision",1
"#Chennai Unified Metropolitan Transport Corporation (CUMTA) has firmed up finer details on how to interconnect suburban/MRTS stations, buses and cabs/auto rickshaws with the upcoming phase II line

HTTPURL HTTPURL",0
@USER And I say all this with great effort. It took me the longest time to come to terms with Madras Tamil. It's mascots - Chennai bus conductors and auto drivers - are the worst representatives of the lot.,1
"@USER I had booked Two tickets from chennai to madurai @USER on 1 Feb 2023 in Orange Tours and Travels.The Date of my Journey was Feb 22,2023. The bus operator only Cancelled the bus.And a 50% of Refund was made on Feb 15,Still Balance 50% amount was not Credited.",1
"@USER fast it's not at all fair with the management using bad words with the passengers
My travel from Chennai to Visakhapatnam
is going to start at 10 Mar 06:00 PM.
Service #: CHN-VIZAG VOLVO MULTI
Bus No: AP39TG2690
Driver No: 7358200607
Track Bus: HTTPURL",1
"Very good.  But, soon EXTEND #NammaMetro  from @USER  to #HOSAKOTE Outer/East upto junction of #NH75, #MALUR, #Chintamani &amp; #Chennai Expressway, with a metro repair shed &amp; a Bus stand also adjacent to it. All BMTC from Hosakote to start from here, etc. 
@USER",0
"@USER I had been to Chennai Airport and my  phone had died (so, couldn't book cab). When I spoke in Hindi some cab drivers left me stranded.😠",1
In Chennai and going to have a tough day communicating today. My cab driver doesn’t know English or Hindi. Let’s respect their right to earn and work and be compassionate as much as we can. I am now handling google maps 😂.,0
@USER Well I've been to Chennai once and cab and auto drivers struggle with eng too.,0
"@USER @USER cab services becoming increasingly unreliable, drivers don’t even deny. They ask for charge and jus don’t answer anymore calls. #losinghope. U need to have better negotiated charges and streamline services.  Happening of late in Mumbai, Delhi and chennai. HTTPURL",1
"When #Chennai Metro Rail trains start chugging in Phase 2 project, they will run at a slightly lower speed than those in Phase 1, reports @USER 

#ChennaiMetroRail
HTTPURL",0
Passengers want Chennai metro rail to bring back executive coaches HTTPURL,0
"#chennaimetro no tokens, QR code access to gates...only ₹20 for a ₹200 auto ride...safe, comfortable, fast 👍 HTTPURL",2
"#Chennai : CMDA need to acquire 5 acres of land to build skywalk connecting Kilambakkam bus stand with Sub urban railway station

- Union Govt nod is expected for Metro rail extension from Airport to Kilambakkam

#ChennaiMetro HTTPURL",0
@USER @USER very true. Ola CEO understood this very early hence they are successful here. Also there is no sharing auto unlike Chennai.,1
Getting an #ola or  #uber drive in #Chennai is real struggle 😓,1
"@USER @USER @USER @USER Auto Drivers charge a lot even for natives, that's the reason why people are choosing rapido, ola and uber. Im born and brought up in Chennai, i don't think auto Drivers overcharge since you are a Hindi speaker.( They overcharge even if you don't speak).",0
"@USER @USER cab services becoming increasingly unreliable, drivers don’t even deny. They ask for charge and jus don’t answer anymore calls. #losinghope. U need to have better negotiated charges and streamline services.  Happening of late in Mumbai, Delhi and chennai. HTTPURL",1
"For design, manufacture and installation, CMRL awards tender worth Rs 1,620 crore to Hitachi Rail groups.

#CMRL #HitachiRailgroups #Chennai #chennaimetro 
HTTPURL",0
"@USER , @USER @USER   Please include plan for an elevated (bullet) Rail track, in land being acquired for Chennai-Salem 8 lane expressway in TN. Cost advantage would be huge for both expressway &amp; railways",0
Passengers want Chennai metro rail to bring back executive coaches HTTPURL,0
"Sir,TN gvt focussing to develope Metro in all areas in Chennai.Tamil Nadu only Chennai?,wat about the plan of coimbatore metro?2nd started the project after chennai.@USER @USER @USER Even in cities less developed than Coimbatore,metro rail has arrived",1
Chennai ​metro: Chennai Metro rail to scrap 6 stations in phase-2 | Chennai News - Times of India HTTPURL,0
"@USER I seen 2 news abt language issues this month.
Last week, seen a news of rickshaw driver in bangalore shouting 'Speak kannada' to a woman.

The week before seen video of a guy beating couple of ppl, for speaking Hindi in Chennai Train.

I think all South is bad and full miscreants",0
@USER Chennai probably is worst? And why is this his land? Its only his rickshaw. Take it easy folks,1
"When I was in Chennai ,I have seen max rickshaw or auto drivers throng into TASMAC(TN local store ),liquors are not chilled one but they wl drink,sleep on the road side,nasty part was few illiterate women will pee on road side in standing position with saree,disgusting",1
The Beauty of Chennai in a auto rickshaw ride after almost a decade !!! I know -  It’s crazy and that’s why it’s special ❤️!!! #mychennai @USER HTTPURL,0
"@USER My brother had the same experience in Chennai. Taxi driver pretended he didn't know any Hindi but when more money was offered to take to diff places, he managed Hindi just fine. 😂",0
"@USER I am not sure where you have faced issues with speaking Hindi in Chennai, and when. But times are changing. I see 100s of auto and taxi drivers who speak in Hindi, as broken as it may be, with customers.",0
"#Uber Last one week experiencing Uber. (Chennai, Mumbai, Pune) All cars in worst condition including Mumbai to Pune long trip. Used Uber Go to Uber Premier. The margin to Drivers must be so thin, they are using old cars. We need an alternative - old taxi service can thrive #taxi",1
@USER Monopoly of local auto n taxi drivers has flared up charges. Much better at Mumbai where auto n taxi drivers are from all over India. Chennai is horrible indeed.,1
@USER TN14188230315175242 This is the number of my fine receipt Tamilnadu transport department I want to inform for what purpose this is a fine 🙏🙏🙏,0
"Attention of @USER and @USER @USER 
Gross Violation by Public motorists despite Barricade on Footpath at CMRL Phase 2  Corridor 5, opposite to DLF Hussainy Ground, Ramapuram 
Pedestrians not able to walk in pathway. Kindly install permanent barricade HTTPURL",1
"Traffic congestion due to irregular auto movement 
At chennai 11 perambur railway station causing nuisance to public HTTPURL",1
"@USER @USER 
No Helmet and Defective Number Plate
Registration Number: TN 07 CH 5283
Location: Anna Salai, Nandanam
Date: 14/03/23, Time : 21:12 HTTPURL",1
@USER These bikers almost fell on my car... And they were so proud to drink n drive so rash! Irresponsible citizens have to be penalized. Kindly take necessary action.,1
@USER your actions are violated next day itself also your fines are ignored need a strong actions. When the entire area is the government place how they setup workshop?@USER,0
"@USER @USER The above response is for compliant against car TN14Y8159 for no parking violation.  @USER - pls note that our car was never parked in no parking zone, we jus stopped to get down to restaurant and then it was parked inside grand mall - attached the parking token HTTPURL",1
"@USER @USER
@USER @USER @USER @USER @USER @USER @USER
@USER @USER kindly remove/fine the vehicles from footpath/road, Bharathi Salai, Ramapuram.From SRM to Arasa Maram Junction.R11PS.DN155,Z11. (1/7) HTTPURL",1
"Drink and Drive, rash driving and no helmet by rider and pillion. Picture taken via car mirror. Pls take required action @USER 

Picture taken near SAF signal (koyambedu)

TN02 BX 9298 HTTPURL",1
"Hello @USER May i know is there any rules for bike side mirrors because most of the bikes owner have take the side mirrors and driving it may cause accident. So is there any rules or cases for it?
@USER @USER @USER",0
Requesting to open connecting bridge from Tambaram railway station to Bus stand @USER @USER @USER @USER @USER @USER @USER @USER @USER HTTPURL,0
"@USER Many vehicles, led by Metro Transport Corporation, jump signals. Why not start traffic lessons at schools?  Tell children to rein in their parents.",1
@USER @USER All cab drivers and auto drivers in Chennai watch mobile while driving.. Even seen watching TV Serials…please note,1
"@USER @USER @USER sir, you check two wheelers and cars left right center across city. Why dont you check auto, van, share auto and other vehicles? Is that an assumption that those drivers dont drink and drive, with 100% insurance and other documents, no violation??",0
@USER @USER Bike rider will get off footpath at barrier and get back after. Thus it does not deter the biker but inconveniences pedestrians. Bike riding on footpaths happens at specific times at specific points. why not increase policing and penalties? Please see link HTTPURL,1
@USER  Such a rude behaviour by mini bus driver today morning. We wer politely requesting him to be sensible but he was so rude and abusive and tried overtaking in the small gap. Near DLF signal. Its just a miss for a huge accident. Our Auto person was requested polite HTTPURL,1
@USER @USER @USER @USER @USER @USER If she talking about Uber or ola well I'm sorry to say pretty much 80% of the drivers ask for extra 20/30 no matter who you are . There's no language bias in that aspect 🤡,0
"@USER @USER Sir how to complaint
Regarding bus not stopping at its stop 
Poonamalle route bus not stopped at rohini theatre bus stop

I don't know how to complaint in online 
Any particular website or twitter id regarding the complaint???",1
"A single auto (TN01BH9923) preventing pedestrians from using the designated crossing at Dhinathanthi Junction, Egmore this morning @USER HTTPURL",1
"This bus is one of many busses gave no respect to the signal near independence day  park signal. Just ruthless no concern for others...  Time 1:35 pm 11th March 2023
@USER do you take action against these public transport drivers or please advice them on these attitude. HTTPURL",1
"HTTPURL

@USER 
A nearly 5 lane is suddenly reduced to 2 lanes.
It may help if it's first reduced to 3  lanes first about 100 mtrs before. This gradual reduction may help avoiding chaos.
Probably, a separate bike lane too to avoid indiscriminate riders",0
"@USER @USER
More than half of the streets are occupied by illegal Bike &amp; car parkings.. 
Unauthorised shop buildings without Loading/unloading and parking lots (for customers) have put the pedestrians and commuters under risk of Road Accidents. 
Also no splays..",1
"@USER 
Riding bike in a wrong direction &amp; no helmet for both. Near Chennai high court, yesterday evening 7.41pm HTTPURL",1
"@USER @USER @USER Sir,

MTC buses are the major traffic violators",1
"@USER where to walk if the footpath is fully occupied by bikes.

Place nelson manickam road
Time 4.30 pm
Date 10th March 2023
Landmark domino's pizza
Please take necessary action. Already the foot path is occupied slowly by street vendors

@USER @USER",1
Sum of OLA Car Drivers and Auto drivers are watching youtube and other social media videos while driving . @USER @USER @USER HTTPURL,1
"@USER @USER @USER @USER
 pushing hard to save people ask to wear helmet and to use seatbelt but when we are going to look the poor road maintenance by the government. If the roads are in good condition can avoid several accidents know 
@USER
@USER @USER",2
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Good work. Requests:
1. A steady traffic police post near and opposite #DLF #Ramapuram
2. Clamp down on the sticker culture where by vehicles with #doctor #lawyer #political party stickers drive recklessly
3. WhatsApp number to report live traffic violations
#EMIT",0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Happy to see good initiatives by the @USER . At the same time please look into the Retteri Signal . Even during peak hours there is no regulation and vehicles move in all directions . It becomes worse with the non functioning of the signal. It is a ticking time bomb!,2
@USER @USER @USER @USER @USER @USER Please start new train Jaisalmer tirunelveli bi weekly via jodhpur marwar junction ahmedabad akola Vijayawada Chennai madurai,0
"@USER @USER Vande Bharat Express has a maximum commercial speed of 160 km/h (99 mph). It exceeded 180 km/h (110 mph) during testing, but its tracks are not capable of supporting such high speeds; thus, the train is operated at a maximum speed of 130 km/h (81 mph). Chennai–Mysuru is even slow",0
"Train Ambulance by #AyuSewa via Coromandel Express from #Chennai to #Kharagpur. Our team successfully shifted Brain Hemorrhage patient from #Southern #India to #Eastern #India.
Team AyuSewa
HTTPURL
+91-8817425685
#TeamAyuSewa #TrainAmbulance #TrainAmbulanceService HTTPURL",2
@USER Suburban trains in Chennai are a blessing!,2
"@USER And it's damn cheap,it's 5rs to start one end of the MRTS to reach other end of the north chennai ,,which connects usual  railway stations ,,you can see people outside city commute with suburb trains easily,,,that's why chennai is way ahead with metro and MRTS combined it will",2
"@USER @USER @USER @USER @USER Sir,Rail route from Tindivanam to Thiruvannamalai delaying for years.Pleading you to expedite project to benefit public.If trains run frequently from Chennai to TMalai via Tindivanam benefit millions of public.Thx",0
"India's first semihighspeed Vande Bharat Express train to be - Out of the 400 trains, 120 rakes  @USER Marathwara Rail Coach Factory (MRCF), 80 rakes @USER ICF, 100 rakes @USER Rail Coach Navinikarn Karkhana (RCNK), and 100 rakes @USER Modern Coach Factory",0
@USER @USER @USER  daily 06026 Pondicherry to Chennai Egmore train..some people drink and sleep .. suffer women's passanger some time dress improper sleep very nusiance girls and women's pls take action .. daily supervising coach in rpf regulate HTTPURL,1
"Chennai garib rath Express train has late 2.30 hours who is responsible this mistake 
My next train also miss for this train
Maximum 20 minutes late but this train is 2.30 hours late 
@USER @USER @USER @USER
@USER @USER",1
"@USER I have the same story added to my timeline. Trained in Mysore and Hyd but posted in Pune. Expected Chennai but took train to a new destination that changed my destiny. Learnt a lot when I was away from known connects and friends, life taught me every day. Pune is still my fav.",1
"@USER hi sir,
All the express trains going to South Tamil Nadu stop at Chennai meenampakkam (airport) station, it will be beneficial for all.",0
Retired cop dies after being hit by train in Chennai HTTPURL,1
"Please help me 1 confirmed railway ticket. My father is death I'm going to home Assam, now I'm here Chennai for treatment purpose I'm a patient not a going to without reservation train ticket please any one help me🙏😭😩
@USER @USER 
@USER @USER",0
"@USER I seen 2 news abt language issues this month.
Last week, seen a news of rickshaw driver in bangalore shouting 'Speak kannada' to a woman.

The week before seen video of a guy beating couple of ppl, for speaking Hindi in Chennai Train.

I think all South is bad and full miscreants",1
"@USER @USER @USER @USER 
Tomorrow is our train from Chennai to Shalimar on (coromandel express) at 7:00 am 
But reservation chart not prepared",1
@USER The train set is manufactured in ICF Avadi Chennai...This being said I think they have to put crash guards /cow catchers in front....@USER,0
"#Chennai Metro : Metro to run trains every 2 mins in Phase II and AVG speed is less than Phase I

- Avg speed in P2 is 32 kmph against 34 kmph in P1 due to distance between station is less than 1 km

#ChennaiMetro HTTPURL",0
"Every 2 minutes, there will be a train in #ChennaiMetro Phase 2 project

whereas in Phase 1, during peak hours, trains run
every 6minutes between Chennai airport &amp; Wimco Nagar
every 12minutes from Chennai Central to St. Thomas Mount
every 12minutes from Chennai Central to airport",0
@USER @USER  traveling by chennai Bangalore mail. S6 COACH. STINKING UNABLE TO TEAVEL would appreciate if ordinary trains also are focused to improve hygienic conditions.  @USER,1
"@USER ? I'm on the train from Chennai to Trichy right now. The signs in the stations are written in English, Hindi AND Tamil.",0
"Hey, #IRCTC #IndianRailways  i'm not able to find any train between Chennai Egmore to Rameswaram?
can you help me in this. HTTPURL",1
"#SuthernRailway
@USER 

Train 12609 Chennai Bangalore is delayed 1.45 hrs for any reason ?",1
"The AC is not working in C3 coach of 22626, Bangalore to Chennai train. My PNR number is 4345065247. Please look into it immediately @USER",1
A train every two minutes in phase-2: Chennai Metro Rail Limited.. #Chennai #Infra Ⓜ️🚇HTTPURL,0
"Took the first metro to MGR Chennai Central stn...was the first psngr to entr the Metro at 4.40am...staff very courteous, even offered me a chair to sit &amp; wait for the operations to begin...train packed from Egmore onwards...#publictransport 👍",2
@USER Agree totally. The discipline seen in Hyderabad Metro while boarding the trains (people try to barge in as soon as the door opens) is very poor compared to Bangalore or Chennai. @USER needs to enforce strict discipline and queueing at stations.,2
"@USER @USER @USER Pic 1 - Bhigwan Gulberga Section (mumbai Chennai line)
 Pic 2. -312km  Agra Bina Section (A group)

How will you upgrade above tracks to 200km if route has sharp curves more than 2° ? HTTPURL",0
@USER Train No.12604 running late already by 60 minutes and getting delayed further. Fed up with train journeys. Why don't you maintain punctuality in running trains to Chennai?,1
"@USER @USER @USER @USER Kindly meter gauge restoration below the trains. Chennai Egmore Karaikudi express daily via Thiruvarur, Mayiladuthurai - Karaikudi Passengers Daily Two Pairs, Mayiladuthurai - Tiruturaipundi Passengers Daily Two Pairs",0
@USER Hearty congratulations sir for speedy implementation of electrification all broadguage rail net work.kindly introduce kurnool to Chennai one express train sir.,2
"One of Chennai Metro’s largest Depot coming up at Madhavaram to be ready by end of 2024. The 48 acres depot with 24 track lines can accommodate 110 trains with 3 coaches each.

#1ShotNews | #ChennaiMetro | #Madhavaram | #Chennai | #CMRL | #Tamilnadu | #TamilnaduNews HTTPURL",0
"@USER  Train 12027 Coach E2 Chennai SBC at 1730, full of mosquitoes. DO SOMETHING ABOUT IT. We don’t pay for this!",1
"Train number 14819 is running late almost 40 minutes for Sabarmati. Around 400-500 passengers are travelling to catch their next train bound for Chennai (Train No: 12655, Navjeevan Express) if the train is missed all the Passengers will be helpless. Please look into it.@USER",1
"@USER Yes. IRCTC app has the feature, but options are limited by what is available in that station. For e.g. in Chennai - BLR double decker, A2B delivers only in Chennai before the train leaves.",0
@USER It's not bullet train.. it's vande bharat express made by ICF Chennai.. Bullet train work is under progress..,0
"@USER 
@USER
@USER
@USER
@USER
@USER
@USER
12656/12655 NAVAJIVAN Superfast express (Chennai Central - Ahemdabad)
Make these Train to Chennai Central - Jodhpur
Via Bhinmal,Jalor 
Help Rajasthan People To Travel",0
"from NDLS  TO UMB which Commence on 11/03/2022, Wide Train no- 12011, PNR NO-2454060155, Unfortunately the train from Chennai Arrived Late at  Destination Station and the Connecting train were left ,We are dropped at NDLS STATION, When i enquired at there is no refund will be",1
"@USER 
Dear sir, i belongs to Chennai,i Booked  train tkt in AC 3 Tier ,Train no.12651 PNR NO -4342089030 for journey which starts on 09/03/2023 from MGR Chennai Central to New Delhi Rly Station with my family and further i booked tickets in Kalka Shatabdi Express",0
"@USER 
Dear Sir,
 Please start the train 16185 Chennai Egmore - Velankanni slip express as it is inconvenient to go to Velankanni without any direct train. 

Regards",0
"@USER @USER There is no day time Daily Express train between Salem and Madurai, two Divisional HQs in SR. New Exp train may be considered between MGR Chennai Central and Madurai via-Katpadi, Salem, Namakkal, Karur, RSA with Yelagiri Exp.
MAS 11.20
SA 16.10
MDU 19.45/7.20
SA 11.00
MAS 15.45",1
"MP @USER requested to Railway Board:
🔹Pdkt to Thanjavur new railway line
🔹Trains stoppage at Keeranur
🔹ROB at Enamkulathur
🔹Coach factory at Pudukkottai
🔹Chennai - Hyderabad extension upto Kanniyaakumari
@USER @USER @USER HTTPURL",0
"@USER north indian trains already started to experience this and i heard dibrugarh exp from chennai have same problem, people are booking 2nd ac nowadays to travel hassle free.",0
Pls delay the train no 16865 for 30 mins from chennai egmore so that my 70 yrs old parents can avail the train. They are fully harrased,1
@USER @USER @USER  I believe chennai metro has already employed women train operators and staffs,0
"@USER Greetings sir.  Sir. When MADURAI- BODINAYAKANUR TRAINS, CHENNAI CENTRAL- BODINAYAKKANUR TRAINS TO RUN? ANY MORNING TRAINS TO MADURAI FROM BODINAYAKANUR?. PLEASE KINDLY UPDATE, WAITING FOR YOUR REPLY SIR, THANKS SIR.",1
"@USER sir. My aged parents r travelling trn 12663 to teach chennai egmore. The trn is late Fr more than 2 hrs. They are hvng ticket for nxt train 16865 whch to depart chennai egmore at 10.55pm today. As trn 12663 is late,they will miss the next train.Who wl bear the loss",1
"Upgrade #Cuddalore Port Jn &amp; extend the trains - Hon.Chidambaram MP. 

Hon. MP also stressed the non availability of trains to chennai via #Neyveli (CUPJ- VRI section) &amp; Improve the facilities in #Parangipettai station. 

@USER @USER #srdomtpj #srdcmtpj @USER HTTPURL",1
Please extend Vanderbilt Bharat train from Hyderabad to Vijayawada upto Chennai,0
"Bhadrak-Nergundi 3rd Line Work in progress:

Erection of Second Girder over Bridge on River Baitarani.

To speed up train traffic in Howrah-Chennai Main Line.

#ECoRupdate #RailInfra4Odisha .@USER HTTPURL",0
"Ambattur railway station need to construct plat no 4 and to stop all express train so we need to approach MP and DRM Chennai.
#ambattur #MP #railway #railwaystation #AshwiniVaishnaw #Minister @USER  #AnilKumarLahoti @USER @USER",1
"Please consider stoppage of Kovai, Brindavan, Coimbatore intercity, Lalbagh Tiruvananthapuram Mangalore Nilagiri Mumbai express trains at Tiruvallur a district headquarters near Chennai and suburban terminus like Tambaram with NSG2 GRADE.",0
"Trichy - Chennai - 10 trains/day - Most trains cover 325 KM distance in 5 hrs

Trichy - Bengaluru - 1 train/day - 375KM and Mysore express takes 9+ hrs

Additional #Trichy to #Bengaluru #trains are sought for the past 20 years and no action yet.

@USER @USER HTTPURL",0
"#CITU state president A Soundararajan said Transport Minister’s assurance that #transportcorporations would not be #privatised seems to be unbelievable considering the recent tender, ban on recruitment &amp; nonoperation of 900 #buses, #Chennai.

#Transport 
HTTPURL",1
"There has to be a modicum of feeling among politicians, bureaucrats. In Chennai, pedestrians, cyclists, public transport users are mistreated, put at risk. Road margins are encroached by shops. Older citizens are unable to walk on public roads, forced to stay home. @USER",1
"Nearly a decade has passed since @USER adopted Non-Motorized #Transport Policy. At times when #Chennai is signing up for new flyovers and road works, experts say it is high time we revisit NMT policy

Read @USER share your thoughts 

HTTPURL",0
"Vedanta Air Ambulance Service in Chennai bestows all types of medical tools along with protected patient transport to city hospitals of any metropolis in India for sufficient medical care.
Web@USER HTTPURL",0
"I am feeling really good, Bengaluru -Chennai trip...Bus-Train-Metro-Metro-Train-Bus...full use of public transport, though I do itch for long car drives 😃",2
"#Chennai Unified Metropolitan Transport Corporation (CUMTA) has firmed up finer details on how to interconnect suburban/MRTS stations, buses and cabs/auto rickshaws with the upcoming phase II line

HTTPURL HTTPURL",0
"@USER Office people were okay to me. But yes, I had the worst experience in public transport there. Have swore to work anywhere else other than Chennai. 😂😂😂",1
"The State government will develop the Kilambakkam bus terminus into a multi-modal transport hub, said CMDA and HR and CE Minister P.K. Sekarbabu. The idea was to give rail connectivity to passengers from all parts of the Chennai metropolitan area.
HTTPURL",0
Safer roads to school: Chennai Integrated Transport Group investigates | safe routes to school in chennai HTTPURL,0
@USER @USER @USER chennai airport is the only airport having good public transport connectivity.,2
"@USER has Opened a Fully-Automated #Warehouse In The Vicinity Of Chennai. The new distribution centre makes use of cutting-edge technology to #automate the process of storing, retrieving, and loading #tyres onto the appropriate trucks.
HTTPURL HTTPURL",2
@USER @USER Why Periamet traffic police is not taking strict action against this Lorry agency. For parking their trucks in no parking area all day. Are the Chennai roads becoming logistics centres for parcel agencies? @USER @USER @USER HTTPURL,1
"15th March 03.37 AM IST - Chennai

My fiance and her friend take an Uber to reach home from the airport and to get dropped in a remote location in the outskirts of Chennai. 

The app says X amount of money and they pay it.",0
@USER It is the fault of the Police. Also Ola and Uber have laid the foundation for increase in fares. They started luring public with lower fares and jacked up now. The autos and taxies now negotiate fares without meter. In Chennai they ask to cancel Ola and pay the same fare.,1
Dear @USER there should be acsystem to treat the drivers not accepting rides without reasons or coming and asking for extra money in India. Experienced tons &amp; @USER doing nothing concrete. Facing in Chennai. Expect an action @USER,1
Hey @USER @USER I’m in an Uber in Chennai it’s full of mosquitoes 🦟. Please ask your drivers to ensure that your cars don’t have mosquitoes 🦟 in them. I’ve never been bitten like right now.,1
"@USER : I've been trying to contact through inapp medium, and I've heard no response for 2 days. The driver took full cash payment for the trip, and uber is still asking for payment. In chennai drivers cancel until it is a cash trip",1
"@USER @USER @USER @USER @USER 
As i paid cash for UPI journey in Chennai, I’m being prompted to repay the already paid fee. Within 30days fresh disputes were brought up multiple times, but no response.
@USER What’s the solution for this.? HTTPURL",1
@USER Tough in India specially in Chennai and Patna...pl keep own drivers in these two cities.. services are bad here,1
"#Uber Last one week experiencing Uber. (Chennai, Mumbai, Pune) All cars in worst condition including Mumbai to Pune long trip. Used Uber Go to Uber Premier. The margin to Drivers must be so thin, they are using old cars. We need an alternative - old taxi service can thrive #taxi",1
@USER  worst experience if u wont start the ride the why should you ppl accpt the ride no respond for driver but when we called he said wont come n tell that to cancel the ride its not first time @USER is far better #uber #OlaCabs #chennai,1
@USER I have interacted from Auto drivers in both Bangalore and Chennai. You don’t need to speak much. Destination and price is all matters. And in these days of Uber Auto just do over keyboard.,0
@USER unable to book from yesterday HTTPURL,1
@USER @USER @USER @USER Dear sirs urge the southern railway to connect mysuru to chennai vande bharat and shatabdi from mangalore intercity express,0
"@USER @USER @USER 
Right now I am travelling from Bangalore to Chennai by Shatabdi (12028). Just wanted to let you know that the quality and taste of breakfast was good today, and the food was hot too. 👏🏼💐",2
@USER uncleaned seat pockets in Shatabdi 12008 today | 4:20PM | Bangalore to Chennai| Seat C7-24 HTTPURL,1
What is purpose of having a schedule for Indian railways if it is not met on time always Shatabdi train running late by 1 hrtoday chennai bangalore shadabdi is not a free service not accepted and not fair @USER @USER @USER @USER @USER,1
"Train number: 12007
Train name: MYS SHATABDI
Passenger name: Laxmisree
Coach, Seat: C9, 47
Complaint: There are too many mosquitoes in the coach. Can somebody please look at it at the earliest?
#IndianRailways #indianrailway 
#Chennai #Bangalore",1
@USER Today am travelling between Chennai &amp; Bangalore by Shatabdi.  I am nearing near Bangalore &amp; went into a Toilet to ease myself. Toilet was soiled inside the bowl. Tried flushing but did not work. I tried another Toilet same sad story. Premium Train &amp; Premium Toilet? Sad.,1
"@USER 
Dear sir, i belongs to Chennai,i Booked  train tkt in AC 3 Tier ,Train no.12651 PNR NO -4342089030 for journey which starts on 09/03/2023 from MGR Chennai Central to New Delhi Rly Station with my family and further i booked tickets in Kalka Shatabdi Express",0
"4 and half years later, I have come again to chennai central, to shatabdi but this time a chirpy Bengali couple sit across me. 
This part of city is big. Usually south of city is considered better, but I guess this station area is far better.",2
"‘Vande Bharat may soon replace Rajdhani and Shatabdi’ — In conversation with BG Mallya, GM at ICF, Chennai
HTTPURL",0
"@USER Shatabdi from bangaore to chennai, incredible experience remembering good old aviation days service standard keeping just in time arrival. Keep more trains to beat over crowded bangalore airport serving 5 airport job using one killing millions of people time",2
@USER @USER Today in Kerala Express -12625 I.e Thiruvananthupuram to New Delhi Train@USER Junction a person came as TTR and checked the Ticket and He is not in uniform and have no proper complaint sheets..He simply came and put fine to all.please check it HTTPURL,1
@USER @USER When train service start from hazaribagh to new delhi or Mumbai,0
"@USER Disgusting, unsafe and opportunistic describes your Delhi driver partners",1
"Me and my friends are travelling from Delhi to Chhindwara in the train number 14624, name Patalkot express.
From the starting we were facing water shortage.We talked to the officials, they only gave assurance to us but the problem remains same. @USER",1
@USER Sir in India we have dream of running bullet train also. Bt as a common man I am ready to pay double amount of ticket still no ticket available from prayagraj to Delhi. Sir how can we travel. Train is taking 6-8 hrs and bus 12hrs. Sir some more train may be strtd,1
"@USER @USER @USER @USER 
Route No- 307 
Why the bus is stopped at trilok Puri 13 block and it's destination is trilok Puri 27 block,
Bus driver is arguing with passengers it will not go ahead.
People are facing problems due to this.",1
@USER  Travelling in 12958 New Delhi- Ahmedabad Rajdhani coach B1 seats 57&amp;60. Food served also cold.  TT says hot case not available in train. M R Bhardwaj Mob : 9999209663.,1
@USER  Travelling in Vande Bharat Train from kanpur to Delhi right now in coach C12 seat 56 (15.03. 2023) &amp;food served is awful.cold aloo ki dry sabji &amp; half baked roti/parantha.when asked why cold Aloo sabji.reply sir hot case me jagah nahi थी.Food tray &amp;table 2 small.,1
@USER train number 02249 Holi special. Departure time of this train was 18.45 then reschedule to 20.20 now it’s 8.35 still waiting on Patna junction. Do not when this will arrive Delhi. This is the way you guys treating Bihar train and people.,1
"Air conditioned buses like you have in Delhi @USER
#Kashmir",0
I'm gonna do an ethnography (or whatever the word is) of a very long train journey. From Delhi to Tripura.,0
E-rickshaw in front of Subhash Nagar Pacific Mall E-rickshaw bridle why delhi traffic police is not able to control is delhi traffic police corrupt all jain officials are involved in corruption @USER @USER @USER @USER @USER @USER HTTPURL,0
Violation of bus lane bus no DL1PC0283 route no 234 time 8.12 PM date 15.03.23 nehru vihar crossing bus stand @USER @USER @USER @USER @USER HTTPURL,1
@USER I am traveling in new delhi barauni clone special train no-02564.The socket at my seat and nearby seats are not working.Please fix it asap!,1
"@USER @USER Valid Point. Most of the trains never reach as per the schedule. Delay of minimum 30minutes been common now. 

You can raise this question via public grievances portal.",1
Delhi Gurgaon traffic is in a mess and so is the Delhi Noida traffic. It’s annoying to get stuck for hours.,1
"@USER @USER 1) Vande Bharat Express is competing Delhi to Varanasi in just 8 hours which was earlier taking 14-16 hours.

2) Now a Software engineer or a manager can board the Train in a luxury environment and attend his meetings from train on laptop.",2
@USER @USER train number 04456 is running late it's time to reach Delhi is 6:38 pm but till now it cross daya basti . Kindly do needful help we are getting late...it is delayed by almost 2:30 hrs . HTTPURL,1
"@USER @USER Dear Sir, please pay attention on train timing on Old Delhi-Shamli route. Every train on this route is running late. This is happening onbl every day. 
Thousands of passangers are suffered from this. 🙏🙏🙏",1
@USER @USER @USER The foreign culture is making things very costly for us in India. Close down these Companies like Ola Uber Zomato. Their charges are exorbitant. The Govt has to regulate the air fares in India. Wanted to travel to Delhi on 6th and one way fares were between 15k &amp; 24k. Ridiculous.,1
"Please Regularise (Update Actual time) Time Table of Train KYQ BGKT EXP (15624). This train reaches 5-6 Hours late in Delhi since one year. 1 Yr Avg Delay 342 Minutes at Delhi.
@USER @USER @USER HTTPURL",1
@USER @USER Driver of the bus mentioned by you has been strictly warned and temporarily put off duty.,0
